Weight,Height,Age,Gender,Activity level,BMI_Category,Weight_kg,BMI,BMI_Detailed,Weight_Category,Activity_Score,Calories
108.0,5.1,28.0,Female,Lightly Active,Obese,108.0,43.56732230973144,Obese,Extreme,2.0,2407.01
96.3,5.6,23.0,Female,Lightly Active,Obese,96.3,33.05371725539369,Obese,Very_Heavy,2.0,2411.47
70.0,5.6,31.0,Female,Lightly Active,Normal,70.0,24.0265857515842,Normal,Heavy,2.0,1994.85
71.0,5.1,34.0,Female,Lightly Active,Overweight,71.0,29.382454424697823,Overweight,Heavy,2.0,1857.01
80.25,5.2,23.0,Female,Sedentary,Obese,80.25,31.945407209354844,Obese,Very_Heavy,1.0,1820.52
75.0,5.1,34.0,Female,Sedentary,Obese,75.0,31.03780396975122,Obese,Heavy,1.0,1668.66
58.2,5.2,26.0,Female,Sedentary,Normal,58.2,23.167884106971364,Normal,Normal,1.0,1537.92
81.0,5.3,40.0,Female,Sedentary,Obese,81.0,31.038687922872466,Obese,Very_Heavy,1.0,1750.38
69.0,5.3,32.0,Female,Moderately Active,Overweight,69.0,26.44036378615062,Overweight,Heavy,3.0,2136.91
65.0,5.3,35.0,Female,Lightly Active,Normal,65.0,24.907589073910003,Normal,Normal,2.0,1820.02
65.0,5.7,30.0,Female,Sedentary,Normal,65.0,21.534446817055457,Normal,Normal,1.0,1709.82
107.0,5.5,36.0,Female,Lightly Active,Obese,107.0,38.073997176460836,Obese,Extreme,2.0,2443.03
67.0,5.2,36.0,Female,Moderately Active,Overweight,67.0,26.67093187572305,Overweight,Heavy,3.0,2045.38
88.0,5.1,34.0,Female,Sedentary,Obese,88.0,36.41768999117477,Obese,Very_Heavy,1.0,1824.66
77.0,5.4,27.0,Female,Lightly Active,Overweight,77.0,28.423220236167637,Overweight,Heavy,2.0,2066.21
81.0,5.2,42.0,Female,Lightly Active,Obese,81.0,32.24396241691891,Obese,Very_Heavy,2.0,1965.7
88.0,5.5,43.0,Female,Sedentary,Obese,88.0,31.31319393951919,Obese,Very_Heavy,1.0,1862.1
42.5,5.5,38.0,Female,Sedentary,Underweight,42.668749999999996,16.777298556898373,Underweight,Light,1.0,1348.12
82.0,5.4,30.0,Female,Sedentary,Obese,82.0,30.268883887866835,Obese,Very_Heavy,1.0,1845.24
112.0,5.0,34.0,Female,Sedentary,Obese,112.0,43.56732230973144,Obese,Extreme,1.0,2089.8
54.2,4.9,50.5,Female,Lightly Active,Normal,54.2,24.298373368832436,Normal,Normal,2.0,1460.18
80.0,5.7,23.0,Female,Sedentary,Obese,80.0,26.503934544068255,Overweight,Heavy,1.0,1931.82
77.0,5.1,33.0,Female,Sedentary,Obese,77.0,31.865478742277922,Obese,Heavy,1.0,1698.66
85.2,5.3,24.0,Female,Sedentary,Obese,85.2,32.648101370725115,Obese,Very_Heavy,1.0,1896.78
72.0,5.4,36.0,Female,Moderately Active,Overweight,72.0,26.577556584468443,Overweight,Heavy,3.0,2181.93
71.0,5.4,30.0,Female,Moderately Active,Overweight,71.0,26.2084238541286,Overweight,Heavy,3.0,2212.93
62.0,5.0,29.0,Female,Sedentary,Overweight,62.0,26.69449783344011,Overweight,Normal,1.0,1519.8
87.0,5.5,33.0,Female,Lightly Active,Obese,87.0,30.95736219020647,Obese,Very_Heavy,2.0,2188.66
62.0,5.0,29.0,Female,Sedentary,Overweight,62.0,26.69449783344011,Overweight,Normal,1.0,1519.8
67.5,5.1,34.0,Female,Lightly Active,Overweight,67.5,27.9340235727761,Overweight,Heavy,2.0,1808.88
75.0,5.1,41.0,Female,Lightly Active,Obese,75.0,31.03780396975122,Obese,Heavy,2.0,1863.88
75.0,5.08,40.0,Female,Lightly Active,Obese,75.0,31.28267721391705,Obese,Heavy,2.0,1865.52
76.0,5.4,35.0,Female,Sedentary,Overweight,76.0,28.0540875058278,Overweight,Heavy,1.0,1743.24
48.7,4.75,40.0,Female,Sedentary,Obese,48.7,23.23334902133024,Normal,Light,1.0,1237.05
73.0,5.6,50.5,Female,Lightly Active,Overweight,73.0,25.05629656950924,Overweight,Heavy,2.0,1902.04
78.9,5.5,28.0,Female,Sedentary,Overweight,78.9,28.07512502077346,Overweight,Heavy,1.0,1842.9
80.0,5.5,25.0,Male,Sedentary,Obese,80.0,28.466539945017445,Overweight,Heavy,1.0,2073.3
79.0,5.3,31.0,Female,Lightly Active,Obese,79.0,30.272300566752158,Obese,Heavy,2.0,2040.02
82.0,5.05,37.0,Female,Lightly Active,Obese,82.0,34.60996585315939,Obese,Very_Heavy,2.0,1974.53
71.0,5.2,27.0,Female,Sedentary,Overweight,71.0,28.26322631606472,Overweight,Heavy,1.0,1685.52
71.0,5.1,31.0,Female,Moderately Active,Overweight,71.0,29.382454424697823,Overweight,Heavy,3.0,2116.6
72.0,5.4,28.0,Female,Moderately Active,Overweight,72.0,26.577556584468443,Overweight,Heavy,3.0,2243.93
68.0,5.4,25.0,Female,Lightly Active,Overweight,68.0,25.101025663109084,Overweight,Heavy,2.0,1956.21
76.0,5.3,26.0,Female,Lightly Active,Overweight,76.0,29.122719532571697,Overweight,Heavy,2.0,2033.14
56.0,5.2,27.0,Female,Lightly Active,Normal,56.0,22.292122164783443,Normal,Normal,2.0,1725.07
100.0,5.6,30.0,Female,Moderately Active,Obese,100.0,34.32369393083457,Obese,Very_Heavy,3.0,2721.49
98.0,5.949999999999999,46.0,Male,Lightly Active,Overweight,98.0,29.796291810961165,Overweight,Very_Heavy,2.0,2596.65
70.5,5.2,26.0,Female,Lightly Active,Overweight,70.5,28.06418951102201,Overweight,Heavy,2.0,1931.32
66.0,5.2,34.0,Female,Sedentary,Overweight,66.0,26.27285826563763,Overweight,Heavy,1.0,1583.52
87.0,5.4,45.0,Female,Moderately Active,Obese,87.0,32.11454753956603,Obese,Very_Heavy,3.0,2344.68
82.0,5.3,26.0,Female,Sedentary,Obese,82.0,31.42188160093262,Obese,Very_Heavy,1.0,1846.38
84.0,5.4,29.0,Female,Sedentary,Obese,84.0,31.007149348546516,Obese,Very_Heavy,1.0,1875.24
63.2,5.3,20.0,Female,Moderately Active,Normal,63.2,24.217840453401728,Normal,Normal,3.0,2140.01
73.0,5.3,34.0,Female,Very Active,Overweight,73.0,27.973138498391233,Overweight,Heavy,4.0,2429.92
96.0,5.5,34.0,Female,Lightly Active,Obese,96.0,34.15984793402094,Obese,Very_Heavy,2.0,2305.53
92.0,5.11,29.0,Female,Sedentary,Obese,92.0,37.92417148897615,Obese,Very_Heavy,1.0,1904.95
84.0,5.2,42.0,Female,Sedentary,Obese,84.0,33.43818324717517,Obese,Very_Heavy,1.0,1751.52
83.0,5.5,23.0,Female,Lightly Active,Overweight,83.0,29.5340351929556,Overweight,Very_Heavy,2.0,2202.41
84.0,5.1,28.0,Female,Sedentary,Obese,84.0,34.76234044612137,Obese,Very_Heavy,1.0,1812.66
93.0,5.5,29.0,Female,Sedentary,Obese,93.0,33.09235268608278,Obese,Very_Heavy,1.0,2006.1
67.4,5.1,37.0,Female,Lightly Active,Overweight,67.4,27.892639834149765,Overweight,Heavy,2.0,1786.88
77.6,5.1,39.0,Female,Lightly Active,Obese,77.6,32.11378117403593,Obese,Heavy,2.0,1913.38
80.0,5.3,30.0,Female,Sedentary,Obese,80.0,30.655494244812314,Obese,Heavy,1.0,1798.38
90.0,5.4,39.0,Female,Very Active,Obese,90.0,33.22194573058555,Obese,Very_Heavy,4.0,2712.91
110.0,5.4,34.0,Female,Sedentary,Obese,110.0,40.604600337382344,Obese,Extreme,1.0,2157.24
88.0,5.8,26.0,Female,Sedentary,Overweight,88.0,28.157672909347667,Overweight,Very_Heavy,1.0,2032.68
103.0,5.6,23.0,Female,Lightly Active,Obese,103.0,35.35340474875961,Obese,Extreme,2.0,2503.6
69.0,5.3,30.0,Female,Moderately Active,Overweight,69.0,26.44036378615062,Overweight,Heavy,3.0,2152.41
62.0,5.1,33.0,Male,Moderately Active,Overweight,62.0,25.657917948327675,Overweight,Normal,3.0,2218.9
96.0,5.6,50.5,Female,Sedentary,Obese,96.0,32.95074617360119,Obese,Very_Heavy,1.0,1935.96
85.0,5.4,27.0,Female,Sedentary,Obese,85.0,31.376282078886355,Obese,Very_Heavy,1.0,1899.24
81.6,5.2,37.0,Female,Sedentary,Obese,81.6,32.482806582970156,Obese,Very_Heavy,1.0,1752.72
118.5,5.7,32.0,Female,Moderately Active,Obese,118.21875,39.2589530434011,Obese,Extreme,3.0,3017.91
94.1,5.6,27.0,Female,Sedentary,Obese,94.1,32.29859598891533,Obese,Very_Heavy,1.0,2054.16
70.0,5.3,32.0,Female,Sedentary,Overweight,70.0,26.823557464210772,Overweight,Heavy,1.0,1666.38
75.0,5.6,31.0,Female,Lightly Active,Overweight,75.0,25.74277044812593,Overweight,Heavy,2.0,2063.6
102.8,5.4,31.0,Female,Sedentary,Obese,102.8,37.9468446789355,Obese,Extreme,1.0,2088.84
91.0,5.5,29.0,Female,Lightly Active,Obese,91.0,32.38068918745734,Obese,Very_Heavy,2.0,2271.16
79.5,5.45,29.0,Female,Sedentary,Overweight,79.5,28.810062389644735,Overweight,Heavy,1.0,1832.67
76.8,5.0,33.0,Female,Sedentary,Obese,76.8,33.066732800132264,Obese,Heavy,1.0,1673.4
81.0,4.75,35.0,Female,Sedentary,Obese,81.0,38.642736565251525,Obese,Very_Heavy,1.0,1654.65
71.0,5.4,38.0,Female,Moderately Active,Overweight,71.0,26.2084238541286,Overweight,Heavy,3.0,2150.93
67.0,5.3,27.0,Female,Moderately Active,Overweight,67.0,25.67397643003031,Overweight,Heavy,3.0,2144.66
94.0,5.949999999999999,36.0,Female,Sedentary,Underweight,94.0,28.580116635003566,Overweight,Very_Heavy,1.0,2078.97
74.5,5.3,40.0,Female,Lightly Active,Overweight,74.5,28.547929015481465,Overweight,Heavy,2.0,1916.27
89.0,5.3,43.0,Female,Sedentary,Obese,89.0,34.104237347353695,Obese,Very_Heavy,1.0,1828.38
94.0,5.2,36.0,Female,Sedentary,Obese,94.0,37.41891934802935,Obese,Very_Heavy,1.0,1907.52
94.0,5.5,33.0,Female,Very Active,Obese,94.0,33.4481844353955,Obese,Very_Heavy,4.0,2866.52
93.0,5.5,38.0,Female,Sedentary,Obese,93.0,33.09235268608278,Obese,Very_Heavy,1.0,1952.1
93.0,5.0,33.0,Female,Sedentary,Obese,93.0,40.041746750160165,Obese,Very_Heavy,1.0,1867.8
89.56,5.3,36.0,Female,Lightly Active,Obese,89.56,34.318825807067384,Obese,Very_Heavy,2.0,2150.84
78.0,5.4,25.0,Female,Lightly Active,Overweight,78.0,28.79235296650748,Overweight,Heavy,2.0,2093.71
90.0,5.3,25.0,Female,Sedentary,Obese,90.0,34.48743102541385,Obese,Very_Heavy,1.0,1948.38
97.0,5.4,39.0,Female,Sedentary,Obese,97.0,35.80587484296443,Obese,Very_Heavy,1.0,1971.24
81.0,5.3,38.0,Female,Moderately Active,Obese,81.0,31.038687922872466,Obese,Very_Heavy,3.0,2276.41
78.0,5.3,39.0,Female,Moderately Active,Overweight,78.0,29.889106888692005,Overweight,Heavy,3.0,2222.16
82.0,5.4,41.0,Female,Sedentary,Obese,82.0,30.268883887866835,Obese,Very_Heavy,1.0,1779.24
85.0,5.4,32.0,Female,Sedentary,Obese,85.0,31.376282078886355,Obese,Very_Heavy,1.0,1869.24
86.0,5.0,35.0,Female,Sedentary,Obese,86.0,37.02785183348144,Obese,Very_Heavy,1.0,1771.8
59.7,5.1,27.0,Female,Lightly Active,Normal,59.7,24.706091959921974,Normal,Normal,2.0,1749.76
79.0,4.75,35.0,Female,Moderately Active,Obese,79.0,37.68859492166507,Obese,Heavy,3.0,2106.26
103.0,5.4,40.0,Female,Lightly Active,Obese,103.0,38.02067122500347,Obese,Extreme,2.0,2334.34
80.0,5.3,19.0,Female,Sedentary,Obese,80.0,30.655494244812314,Obese,Heavy,1.0,1864.38
86.0,5.6,30.0,Female,Lightly Active,Overweight,86.0,29.518376780517734,Overweight,Very_Heavy,2.0,2221.72
90.0,5.6,32.0,Female,Moderately Active,Obese,90.0,30.891324537751117,Obese,Very_Heavy,3.0,2550.99
77.5,5.5,43.0,Male,Very Active,Overweight,77.5,27.57696057173565,Overweight,Heavy,4.0,2781.99
76.0,5.7,39.0,Male,Sedentary,Overweight,76.0,25.178737816864842,Overweight,Heavy,1.0,1987.02
88.0,5.0,27.0,Female,Moderately Active,Obese,88.0,37.88896466681822,Obese,Very_Heavy,3.0,2381.58
67.0,5.0,28.0,Female,Lightly Active,Overweight,67.0,28.847279916782053,Overweight,Heavy,2.0,1817.06
66.0,5.2,29.0,Female,Lightly Active,Overweight,66.0,26.27285826563763,Overweight,Heavy,2.0,1848.82
81.0,5.6,47.0,Female,Moderately Active,Overweight,81.0,27.802192083976003,Overweight,Very_Heavy,3.0,2295.24
85.0,5.3,27.0,Female,Sedentary,Obese,85.0,32.57146263511308,Obese,Very_Heavy,1.0,1876.38
84.7,5.0,50.5,Female,Sedentary,Obese,84.7,36.468128491812536,Obese,Very_Heavy,1.0,1663.2
88.0,5.3,29.0,Female,Lightly Active,Obese,88.0,33.72104366929354,Obese,Very_Heavy,2.0,2177.52
85.6,5.2,31.0,Female,Lightly Active,Obese,85.6,34.07510102331183,Obese,Very_Heavy,2.0,2104.57
72.0,5.7,34.0,Female,Lightly Active,Normal,72.0,23.853541089661427,Normal,Heavy,2.0,2027.92
83.5,5.2,50.5,Female,Lightly Active,Obese,83.5,33.23914644213246,Obese,Very_Heavy,2.0,1941.64
105.0,5.5,28.0,Female,Sedentary,Obese,105.0,37.362333677835394,Obese,Extreme,1.0,2156.1
90.0,5.1,34.0,Female,Moderately Active,Obese,90.0,37.24536476370147,Obese,Very_Heavy,3.0,2387.85
73.0,5.3,28.0,Female,Sedentary,Overweight,73.0,27.973138498391233,Overweight,Heavy,1.0,1726.38
118.5,5.1,26.0,Male,Lightly Active,Obese,118.21875,43.56732230973144,Obese,Extreme,2.0,2789.51
67.55,5.4,30.0,Female,Sedentary,Normal,67.55,24.934915934456154,Normal,Heavy,1.0,1671.84
108.0,5.4,28.0,Female,Sedentary,Obese,108.0,39.86633487670266,Obese,Extreme,1.0,2169.24
72.0,5.7,42.0,Female,Moderately Active,Normal,72.0,23.853541089661427,Normal,Heavy,3.0,2224.02
85.4,5.5,38.0,Female,Moderately Active,Obese,85.4,30.388031391306125,Obese,Very_Heavy,3.0,2403.66
72.0,5.5,36.0,Female,Lightly Active,Overweight,72.0,25.6198859505157,Overweight,Heavy,2.0,1961.78
70.0,5.2,38.0,Female,Lightly Active,Overweight,70.0,27.865152705979305,Overweight,Heavy,2.0,1841.95
64.0,5.2,29.0,Female,Sedentary,Overweight,64.0,25.476711045466793,Overweight,Normal,1.0,1589.52
86.0,5.8,27.0,Female,Sedentary,Overweight,86.0,27.517725797771583,Overweight,Very_Heavy,1.0,2002.68
64.5,5.4,34.0,Female,Lightly Active,Normal,64.5,23.809061106919646,Normal,Normal,2.0,1846.21
95.5,5.3,25.0,Female,Lightly Active,Obese,95.5,36.5949962547447,Obese,Very_Heavy,2.0,2308.14
86.0,5.3,31.0,Female,Moderately Active,Obese,86.0,32.95465631317324,Obese,Very_Heavy,3.0,2408.16
81.0,5.3,33.0,Female,Lightly Active,Obese,81.0,31.038687922872466,Obese,Very_Heavy,2.0,2053.77
86.0,5.4,42.0,Female,Lightly Active,Obese,86.0,31.745414809226194,Obese,Very_Heavy,2.0,2086.84
102.0,5.6,31.0,Female,Lightly Active,Obese,102.0,35.01016780945127,Obese,Extreme,2.0,2434.85
68.0,5.4,41.0,Female,Lightly Active,Overweight,68.0,25.101025663109084,Overweight,Heavy,2.0,1846.21
61.3,4.9,24.0,Female,Lightly Active,Overweight,61.3,27.48137061825513,Overweight,Normal,2.0,1739.99
99.8,5.3,27.0,Female,Sedentary,Obese,99.8,38.24272907040336,Obese,Very_Heavy,1.0,2053.98
68.0,5.1,28.0,Female,Sedentary,Overweight,68.0,28.140942265907775,Overweight,Heavy,1.0,1620.66
105.0,5.8,40.0,Male,Moderately Active,Obese,105.0,33.597223357744376,Obese,Extreme,3.0,3037.84
84.0,5.4,40.0,Female,Sedentary,Obese,84.0,31.007149348546516,Obese,Very_Heavy,1.0,1809.24
85.0,5.4,37.0,Female,Sedentary,Obese,85.0,31.376282078886355,Obese,Very_Heavy,1.0,1839.24
73.0,5.2,42.0,Female,Moderately Active,Overweight,73.0,29.059373536235558,Overweight,Heavy,3.0,2091.88
65.0,4.9,28.0,Female,Moderately Active,Overweight,65.0,29.140115663728935,Overweight,Normal,3.0,1987.8
64.6,5.3,37.0,Female,Lightly Active,Normal,64.6,24.754311602685938,Normal,Normal,2.0,1800.77
94.0,5.6,47.0,Male,Lightly Active,Obese,94.0,32.2642722949845,Obese,Very_Heavy,2.0,2443.1
78.0,5.4,39.0,Female,Lightly Active,Overweight,78.0,28.79235296650748,Overweight,Heavy,2.0,1997.46
90.0,5.5,33.0,Female,Lightly Active,Obese,90.0,32.02485743814463,Obese,Very_Heavy,2.0,2229.91
79.0,5.7,38.0,Female,Sedentary,Overweight,79.0,26.1726353622674,Overweight,Heavy,1.0,1829.82
86.0,5.6,28.0,Female,Very Active,Overweight,86.0,29.518376780517734,Overweight,Very_Heavy,4.0,2804.51
85.0,5.4,33.0,Female,Sedentary,Obese,85.0,31.376282078886355,Obese,Very_Heavy,1.0,1863.24
92.5,5.5,26.0,Female,Sedentary,Obese,92.5,32.91443681142642,Obese,Very_Heavy,1.0,2018.1
78.0,5.1,40.0,Female,Lightly Active,Obese,78.0,32.27931612854127,Obese,Heavy,2.0,1912.01
78.0,5.1,40.0,Female,Moderately Active,Obese,78.0,32.27931612854127,Obese,Heavy,3.0,2155.35
68.0,5.3,32.0,Female,Lightly Active,Overweight,68.0,26.057170108090464,Overweight,Heavy,2.0,1881.89
64.0,5.5,36.0,Female,Moderately Active,Normal,64.0,22.773231956013955,Normal,Normal,3.0,2087.46
100.0,5.5,38.0,Female,Sedentary,Obese,100.0,35.583174931271806,Obese,Very_Heavy,1.0,2036.1
83.0,5.5,33.0,Male,Lightly Active,Overweight,83.0,29.5340351929556,Overweight,Very_Heavy,2.0,2361.91
85.0,5.3,34.0,Female,Lightly Active,Obese,85.0,32.57146263511308,Obese,Very_Heavy,2.0,2101.89
86.0,5.2,36.0,Female,Moderately Active,Obese,86.0,34.234330467346,Obese,Very_Heavy,3.0,2339.88
68.0,5.3,30.0,Female,Sedentary,Overweight,68.0,26.057170108090464,Overweight,Heavy,1.0,1654.38
75.0,5.3,27.0,Female,Sedentary,Overweight,75.0,28.73952585451154,Overweight,Heavy,1.0,1756.38
80.0,5.2,30.0,Female,Sedentary,Obese,80.0,31.84588880683349,Obese,Heavy,1.0,1775.52
62.0,5.2,27.0,Female,Sedentary,Normal,62.0,24.680563825295955,Normal,Normal,1.0,1577.52
95.6,5.7,26.0,Female,Sedentary,Obese,95.6,31.67220178016156,Obese,Very_Heavy,1.0,2101.02
70.0,5.2,45.0,Female,Sedentary,Overweight,70.0,27.865152705979305,Overweight,Heavy,1.0,1565.52
82.0,5.3,28.0,Female,Lightly Active,Obese,82.0,31.42188160093262,Obese,Very_Heavy,2.0,2101.89
86.0,5.5,49.0,Female,Moderately Active,Obese,86.0,30.601530440893754,Obese,Very_Heavy,3.0,2327.71
94.0,5.0,31.0,Female,Sedentary,Obese,94.0,40.47230316682855,Obese,Very_Heavy,1.0,1891.8
89.0,5.3,26.0,Female,Sedentary,Obese,89.0,34.104237347353695,Obese,Very_Heavy,1.0,1930.38
75.0,5.1,28.0,Female,Sedentary,Obese,75.0,31.03780396975122,Obese,Heavy,1.0,1704.66
99.0,5.4,42.0,Female,Moderately Active,Obese,99.0,36.544140303644106,Obese,Very_Heavy,3.0,2553.93
72.0,5.3,50.0,Female,Lightly Active,Overweight,72.0,27.58994482033108,Overweight,Heavy,2.0,1813.14
99.0,5.4,29.0,Female,Sedentary,Obese,99.0,36.544140303644106,Obese,Very_Heavy,1.0,2055.24
73.5,5.3,34.0,Female,Sedentary,Overweight,73.5,28.164735337421313,Overweight,Heavy,1.0,1696.38
91.0,5.6,34.0,Female,Lightly Active,Obese,91.0,31.23456147705946,Obese,Very_Heavy,2.0,2262.97
89.5,5.4,30.0,Female,Sedentary,Obese,89.5,33.03737936541563,Obese,Very_Heavy,1.0,1935.24
80.0,5.4,26.0,Female,Lightly Active,Overweight,80.0,29.530618427187157,Overweight,Heavy,2.0,2114.34
78.0,5.5,31.0,Female,Lightly Active,Overweight,78.0,27.75487644639201,Overweight,Heavy,2.0,2078.66
118.5,5.7,25.0,Female,Sedentary,Obese,118.21875,39.2589530434011,Obese,Extreme,1.0,2378.45
92.5,5.45,38.0,Female,Lightly Active,Obese,92.5,33.521141774114945,Obese,Very_Heavy,2.0,2216.81
88.0,5.0,35.0,Female,Moderately Active,Obese,88.0,37.88896466681822,Obese,Very_Heavy,3.0,2319.58
83.0,5.6,42.0,Female,Moderately Active,Overweight,83.0,28.488665962592695,Overweight,Very_Heavy,3.0,2364.99
118.5,5.5,26.0,Male,Sedentary,Obese,118.21875,42.16606229355709,Obese,Extreme,1.0,2525.92
82.0,5.4,35.0,Female,Moderately Active,Obese,82.0,30.268883887866835,Obese,Very_Heavy,3.0,2344.68
100.0,5.3,22.0,Female,Sedentary,Obese,100.0,38.31936780601539,Obese,Very_Heavy,1.0,2086.38
76.0,5.6,33.0,Female,Lightly Active,Overweight,76.0,26.086007387434275,Overweight,Heavy,2.0,2063.6
114.0,5.6,34.0,Female,Very Active,Obese,114.0,39.12901108115141,Obese,Extreme,4.0,3235.76
118.0,5.5,31.0,Female,Lightly Active,Obese,118.0,41.98814641890073,Obese,Extreme,2.0,2628.66
80.0,5.2,28.0,Female,Moderately Active,Obese,80.0,31.84588880683349,Obese,Heavy,3.0,2308.88
83.0,5.3,30.0,Female,Lightly Active,Obese,83.0,31.805075278992774,Obese,Very_Heavy,2.0,2101.89
94.0,5.4,23.0,Female,Moderately Active,Obese,94.0,34.69847665194491,Obese,Very_Heavy,3.0,2623.68
78.0,5.2,31.0,Female,Lightly Active,Obese,78.0,31.049741586662652,Obese,Heavy,2.0,2000.07
90.0,5.4,23.0,Female,Sedentary,Obese,90.0,33.22194573058555,Obese,Very_Heavy,1.0,1983.24
85.5,5.0,34.0,Female,Lightly Active,Obese,85.5,36.812573625147245,Obese,Very_Heavy,2.0,2030.19
70.5,5.1,28.0,Female,Sedentary,Overweight,70.5,29.175535731566146,Overweight,Heavy,1.0,1650.66
82.0,5.6,32.0,Female,Lightly Active,Overweight,82.0,28.14542902328435,Overweight,Very_Heavy,2.0,2152.97
75.3,5.2,38.0,Female,Moderately Active,Overweight,75.3,29.97494283943202,Overweight,Heavy,3.0,2158.53
66.0,5.3,50.5,Female,Lightly Active,Overweight,66.0,25.290782751970156,Overweight,Heavy,2.0,1727.21
74.3,5.7,34.0,Male,Lightly Active,Normal,74.3,24.61552920780339,Normal,Heavy,2.0,2287.79
76.0,5.2,35.0,Female,Sedentary,Obese,76.0,30.253594366491814,Obese,Heavy,1.0,1697.52
68.0,5.3,35.0,Female,Lightly Active,Overweight,68.0,26.057170108090464,Overweight,Heavy,2.0,1861.27
80.3,5.5,43.0,Female,Sedentary,Overweight,80.3,28.57328946981126,Overweight,Very_Heavy,1.0,1769.7
89.5,5.0,30.0,Female,Sedentary,Obese,89.5,38.5347992918208,Obese,Very_Heavy,1.0,1843.8
88.0,5.2,31.0,Female,Sedentary,Obese,88.0,35.030477687516836,Obese,Very_Heavy,1.0,1865.52
78.0,5.0,32.0,Female,Sedentary,Obese,78.0,33.58340050013433,Obese,Heavy,1.0,1693.8
80.0,5.2,30.0,Female,Lightly Active,Obese,80.0,31.84588880683349,Obese,Heavy,2.0,2034.45
95.0,5.1,38.0,Female,Lightly Active,Obese,95.0,39.31455169501822,Obese,Very_Heavy,2.0,2159.51
104.3,5.3,27.0,Female,Moderately Active,Obese,104.3,39.96710062167405,Obese,Extreme,3.0,2722.81
80.8,5.4,20.0,Female,Lightly Active,Overweight,80.8,29.825924611459026,Overweight,Very_Heavy,2.0,2166.59
71.0,5.0,43.0,Female,Sedentary,Obese,71.0,30.56950558345561,Obese,Heavy,1.0,1543.8
76.0,5.3,26.0,Female,Sedentary,Overweight,76.0,29.122719532571697,Overweight,Heavy,1.0,1774.38
75.6,5.1,33.0,Female,Sedentary,Obese,75.6,31.28610640150923,Obese,Heavy,1.0,1681.86
58.0,5.1,38.0,Female,Moderately Active,Normal,58.0,24.002568403274278,Normal,Normal,3.0,1860.85
110.0,5.7,31.0,Male,Sedentary,Obese,110.0,36.442909998093846,Obese,Extreme,1.0,2443.02
85.0,5.4,46.0,Female,Moderately Active,Obese,85.0,31.376282078886355,Obese,Very_Heavy,3.0,2305.93
80.0,5.2,26.0,Female,Lightly Active,Obese,80.0,31.84588880683349,Obese,Heavy,2.0,2061.95
74.0,5.5,37.0,Female,Sedentary,Overweight,74.0,26.331549449141136,Overweight,Heavy,1.0,1730.1
104.0,5.5,22.0,Female,Sedentary,Obese,104.0,37.00650192852268,Obese,Extreme,1.0,2180.1
76.0,5.3,27.0,Female,Lightly Active,Overweight,76.0,29.122719532571697,Overweight,Heavy,2.0,2026.27
65.0,5.1,33.0,Female,Lightly Active,Overweight,65.0,26.899430107117727,Overweight,Normal,2.0,1781.38
65.0,5.0,37.0,Female,Sedentary,Overweight,65.0,27.986167083445277,Overweight,Normal,1.0,1507.8
96.0,5.6,37.0,Male,Sedentary,Obese,96.0,32.95074617360119,Obese,Very_Heavy,1.0,2216.16
78.0,5.5,42.0,Female,Lightly Active,Overweight,78.0,27.75487644639201,Overweight,Heavy,2.0,2003.03
74.5,5.4,37.0,Female,Lightly Active,Overweight,74.5,27.500388410318042,Overweight,Heavy,2.0,1963.09
95.0,5.5,26.0,Female,Moderately Active,Obese,95.0,33.80401618470822,Obese,Very_Heavy,3.0,2645.46
60.5,4.75,41.0,Female,Moderately Active,Obese,60.5,28.86278471849034,Overweight,Normal,3.0,1773.01
80.9,5.4,29.0,Female,Moderately Active,Overweight,80.9,29.862837884493015,Overweight,Very_Heavy,3.0,2374.14
92.0,5.2,34.0,Female,Sedentary,Obese,92.0,36.62277212785851,Obese,Very_Heavy,1.0,1895.52
105.0,5.7,28.0,Female,Lightly Active,Obese,105.0,34.78641408908958,Obese,Extreme,2.0,2522.92
96.0,5.6,33.0,Female,Lightly Active,Obese,96.0,32.95074617360119,Obese,Very_Heavy,2.0,2338.6
55.0,5.2,32.0,Female,Sedentary,Normal,55.0,21.894048554698024,Normal,Normal,1.0,1463.52
70.0,5.4,37.0,Female,Lightly Active,Overweight,70.0,25.83929112378876,Overweight,Heavy,2.0,1901.21
95.2,5.3,32.0,Female,Sedentary,Obese,95.2,36.48003815132665,Obese,Very_Heavy,1.0,1968.78
79.0,5.4,39.0,Female,Sedentary,Overweight,79.0,29.16148569684732,Overweight,Heavy,1.0,1755.24
113.0,5.5,26.0,Female,Moderately Active,Obese,113.0,40.208987672337145,Obese,Extreme,3.0,2924.46
93.0,5.3,32.0,Female,Moderately Active,Obese,93.0,35.63701205959431,Obese,Very_Heavy,3.0,2508.91
73.8,5.33,20.0,Female,Moderately Active,Overweight,73.8,27.96224383039039,Overweight,Heavy,3.0,2313.17
72.0,5.1,32.0,Male,Very Active,Overweight,72.0,29.796291810961172,Overweight,Heavy,4.0,2650.55
100.0,5.6,30.0,Male,Lightly Active,Obese,100.0,34.32369393083457,Obese,Very_Heavy,2.0,2642.48
89.0,5.3,37.0,Female,Sedentary,Obese,89.0,34.104237347353695,Obese,Very_Heavy,1.0,1864.38
78.0,5.3,29.0,Female,Sedentary,Overweight,78.0,29.889106888692005,Overweight,Heavy,1.0,1780.38
