Weight,Height,Age,Gender,Activity level,Eating preference,BMI_Category
79.9,5.5,21,Female,Sedentary,Vegetarian,Overweight
102,5.7,33,Female,Lightly Active,Vegetarian,Obese
75,5.7,25,Female,Sedentary,Non Vegetarian,Normal
82,5.2,42,Female,Sedentary,Non Vegetarian,Obese
95,5.4,35,Female,Moderately Active,Non Vegetarian,Obese
111,5.11,35,Male,Very Active,Non Vegetarian,Obese
75,5.6,32,Female,Sedentary,Vegetarian,Overweight
82,5.4,37,Female,Moderately Active,Eggetarian,Obese
80,5.6,34,Female,Moderately Active,Eggetarian,Overweight
105,5.2,30,Female,Sedentary,Non Vegetarian,Obese
105,5.2,30,Female,Sedentary,Non Vegetarian,Obese
74,5.4,30,Female,Sedentary,Non Vegetarian,Overweight
71,5.5,33,Female,Sedentary,Eggetarian,Overweight
74.65,5.3,29,Female,Lightly Active,Non Vegetarian,Overweight
78.5,5.4,38,Female,Sedentary,Non Vegetarian,Overweight
78.5,5.4,38,Female,Sedentary,Non Vegetarian,Overweight
76,5.3,22,Female,Sedentary,Eggetarian,Overweight
85,5.5,37,Female,Moderately Active,Eggetarian,Obese
66,5.5,33,Female,Lightly Active,Eggetarian,Normal
77,5.95,36,Female,Lightly Active,Vegetarian,Underweight
65,5.1,37,Female,Sedentary,Eggetarian,Overweight
83.5,5.6,33,Female,Sedentary,Eggetarian,Overweight
113,5.7,31,Female,Moderately Active,Eggetarian,Obese
90,5.3,28,Female,Sedentary,Vegetarian,Obese
107,5.5,30,Female,Lightly Active,Non Vegetarian,Obese
84,5.4,35,Female,Sedentary,Non Vegetarian,Obese
105,5.5,29,Female,Sedentary,Vegetarian,Obese
60,5.4,21,Female,Very Active,Vegetarian,Normal
59.5,5,24,Female,Sedentary,Non Vegetarian,Overweight
69,5.2,37,Female,Sedentary,Non Vegetarian,Overweight
71,5.4,43,Female,Sedentary,Non Vegetarian,Overweight
83,5.5,29,Female,Sedentary,Non Vegetarian,Overweight
92.6,5.5,23,Female,Lightly Active,Non Vegetarian,Obese
72,5.2,40,Female,Sedentary,Eggetarian,Overweight
72,5.2,40,Female,Sedentary,Eggetarian,Overweight
59,5.1,27,Female,Moderately Active,Eggetarian,Normal
78,5.7,26,Female,Moderately Active,Non Vegetarian,Overweight
61.6,5.1,45,Female,Sedentary,Non Vegetarian,Overweight
72.25,5.1,26,Female,Sedentary,Vegetarian,Overweight
80.7,5.5,27,Female,Sedentary,Non Vegetarian,Overweight
80,5.1,27,Female,Lightly Active,Vegetarian,Obese
68,5.05,24,Female,Moderately Active,Eggetarian,Overweight
69,5.08,49,Female,Sedentary,Vegetarian,Overweight
81,5.4,24,Female,Moderately Active,Eggetarian,Overweight
85,5.95,31,Female,Lightly Active,Non Vegetarian,Underweight
80.7,5.3,36,Female,Sedentary,Non Vegetarian,Obese
69,5.18,33,Female,Lightly Active,Non Vegetarian,Overweight
110,5.95,31,Female,Sedentary,Vegetarian,Obese
77,5.4,26,Female,Moderately Active,Non Vegetarian,Overweight
105,5.4,25,Female,Moderately Active,Non Vegetarian,Obese
105,5.5,48,Female,Sedentary,Vegetarian,Obese
69,5.18,33,Female,Lightly Active,Non Vegetarian,Overweight
67.8,5.2,29,Female,Lightly Active,Vegetarian,Overweight
90,5.11,39,Male,Sedentary,Vegetarian,Obese
64,5.3,22,Female,Sedentary,Vegetarian,Normal
75,5.5,37,Female,Sedentary,Vegetarian,Overweight
61.5,5.1,44,Female,Lightly Active,Non Vegetarian,Overweight
118,5.2,36,Female,Sedentary,Vegetarian,Obese
85,5.4,24,Female,Moderately Active,Non Vegetarian,Obese
87,5.1,27,Female,Sedentary,Non Vegetarian,Obese
75,5.2,27,Female,Sedentary,Non Vegetarian,Overweight
80,5.2,50.5,Female,Lightly Active,Eggetarian,Obese
84,5.6,40,Female,Moderately Active,Non Vegetarian,Overweight
68,5,41,Female,Sedentary,Vegetarian,Overweight
102,5.5,29,Female,Sedentary,Vegetarian,Obese
86.5,5.3,37,Female,Moderately Active,Eggetarian,Obese
83,5.5,27,Female,Sedentary,Non Vegetarian,Overweight
80,5.2,36,Male,Sedentary,Non Vegetarian,Obese
80.2,5.1,30,Female,Sedentary,Vegetarian,Obese
76,5.5,37,Female,Moderately Active,Vegetarian,Overweight
115,5.4,34,Female,Moderately Active,Non Vegetarian,Obese
86,5.3,26,Female,Lightly Active,Non Vegetarian,Obese
81,5.8,28,Female,Sedentary,Non Vegetarian,Overweight
81,5.8,28,Female,Sedentary,Non Vegetarian,Overweight
94,5,34,Female,Sedentary,Non Vegetarian,Obese
80,5.2,33,Female,Sedentary,Vegetarian,Obese
75,5.25,29,Female,Sedentary,Non Vegetarian,Overweight
73,5.4,31,Female,Lightly Active,Eggetarian,Overweight
68,5.2,26,Female,Sedentary,Non Vegetarian,Overweight
82,5.95,28,Female,Lightly Active,Non Vegetarian,Underweight
81.5,5.4,25,Female,Moderately Active,Vegetarian,Obese
96,5.3,33,Female,Sedentary,Vegetarian,Obese
78.8,5.4,45,Female,Lightly Active,Non Vegetarian,Overweight
53.5,5.1,28,Female,Lightly Active,Eggetarian,Normal
93,5.3,40,Female,Sedentary,Non Vegetarian,Obese
93,5.3,40,Female,Sedentary,Non Vegetarian,Obese
43,4.75,23,Female,Moderately Active,Vegan,Normal
93.3,5.5,39,Female,Lightly Active,Non Vegetarian,Obese
75,5.4,30,Female,Moderately Active,Vegetarian,Overweight
118.5,5.7,30,Female,Lightly Active,Non Vegetarian,Obese
84,5.08,40,Female,Sedentary,Eggetarian,Obese
87,5.5,32,Female,Lightly Active,Non Vegetarian,Obese
74,5.25,28,Female,Moderately Active,Vegetarian,Overweight
80,5,24,Female,Sedentary,Non Vegetarian,Obese
106,5.6,37,Female,Lightly Active,Vegetarian,Obese
70,5.6,24,Female,Lightly Active,Vegetarian,Normal
83,4.9,40,Female,Sedentary,Non Vegetarian,Obese
77,5.6,35,Female,Lightly Active,Vegetarian,Overweight
76.3,5.4,39,Female,Moderately Active,Eggetarian,Overweight
114,5.5,35,Female,Sedentary,Non Vegetarian,Obese
76,5.6,35,Female,Lightly Active,Vegetarian,Overweight
82,5.4,29,Female,Moderately Active,Vegetarian,Obese
90,5.1,29,Female,Sedentary,Non Vegetarian,Obese
87,5.2,24,Female,Moderately Active,Non Vegetarian,Obese
87,5.2,24,Female,Moderately Active,Non Vegetarian,Obese
94.5,5.95,30,Female,Lightly Active,Non Vegetarian,Underweight
69,5.2,32,Female,Sedentary,Eggetarian,Overweight
60.5,5.4,45,Female,Moderately Active,Vegetarian,Normal
65,5.3,29,Female,Lightly Active,Non Vegetarian,Normal
93,5.2,40,Female,Lightly Active,Vegetarian,Obese
87,5.1,36,Female,Sedentary,Non Vegetarian,Obese
106,5.6,27,Female,Sedentary,Vegetarian,Obese
67,5.2,27,Female,Sedentary,Non Vegetarian,Overweight
81.5,5.3,39,Female,Lightly Active,Eggetarian,Obese
89,5.2,29,Female,Sedentary,Non Vegetarian,Obese
89,5.4,34,Female,Sedentary,Non Vegetarian,Obese
84,5.3,24,Female,Sedentary,Vegetarian,Obese
89,5.4,34,Female,Sedentary,Non Vegetarian,Obese
87,5,37,Female,Moderately Active,Eggetarian,Obese
78,5.2,35,Female,Lightly Active,Non Vegetarian,Obese
82,5,27,Female,Sedentary,Vegetarian,Obese
90,5,25,Female,Sedentary,Non Vegetarian,Obese
70,5.6,20,Female,Lightly Active,Vegetarian,Normal
69,5.2,24,Female,Lightly Active,Eggetarian,Overweight
69,5.2,24,Female,Lightly Active,Eggetarian,Overweight
95,5.2,32,Female,Moderately Active,Vegetarian,Obese
67,5.2,20,Female,Moderately Active,Non Vegetarian,Overweight
97.3,5.5,37,Female,Lightly Active,Non Vegetarian,Obese
84,5.5,48,Female,Lightly Active,Eggetarian,Overweight
88.7,5.4,23,Female,Very Active,Vegetarian,Obese
72.25,5,28,Female,Lightly Active,Eggetarian,Obese
99.7,5.8,35,Female,Lightly Active,Eggetarian,Obese
70,5.5,34,Female,Lightly Active,Eggetarian,Normal
68,5.5,34,Female,Moderately Active,Vegetarian,Normal
93,5.7,30,Female,Sedentary,Vegetarian,Obese
99,5.3,32,Female,Moderately Active,Vegetarian,Obese
101,5.4,34,Female,Moderately Active,Non Vegetarian,Obese
96,5.11,43,Male,Sedentary,Vegetarian,Obese
96,5.11,43,Male,Sedentary,Vegetarian,Obese
62,5.1,33,Female,Lightly Active,Non Vegetarian,Overweight
81,5.3,28,Female,Sedentary,Vegetarian,Obese
73,5.1,35,Female,Lightly Active,Vegetarian,Obese
77,5.3,36,Female,Moderately Active,Vegetarian,Overweight
42.5,5.2,35,Female,Sedentary,Eggetarian,Underweight
60.5,5.1,26,Female,Very Active,Vegetarian,Overweight
86.5,5.4,30,Female,Sedentary,Vegetarian,Obese
76,5.2,31,Female,Moderately Active,Non Vegetarian,Obese
63.8,5.1,34,Female,Lightly Active,Non Vegetarian,Overweight
69.9,5.1,36,Female,Lightly Active,Non Vegetarian,Overweight
83,5.3,29,Female,Sedentary,Vegetarian,Obese
61,5,33,Female,Moderately Active,Non Vegetarian,Overweight
74,5.3,28,Female,Lightly Active,Non Vegetarian,Overweight
82,5.5,31,Female,Sedentary,Non Vegetarian,Overweight
98,5.7,38,Male,Very Active,Vegetarian,Obese
91,5.4,35,Female,Sedentary,Eggetarian,Obese
94.7,5.1,31,Male,Sedentary,Eggetarian,Obese
84,5.95,28,Male,Moderately Active,Vegetarian,Overweight
93,5,39,Female,Lightly Active,Eggetarian,Obese
98,5.8,21,Female,Very Active,Non Vegetarian,Obese
68,5.8,44,Female,Moderately Active,Eggetarian,Normal
108,5.3,33,Female,Sedentary,Non Vegetarian,Obese
72,5.4,36,Female,Moderately Active,Non Vegetarian,Overweight
97.15,5.4,19,Female,Sedentary,Vegetarian,Obese
81,5.2,34,Female,Sedentary,Vegetarian,Obese
85,5.2,33,Female,Sedentary,Vegetarian,Obese
74,5.4,38,Female,Moderately Active,Non Vegetarian,Overweight
78,5.4,29,Female,Lightly Active,Vegetarian,Overweight
72,5.4,36,Female,Moderately Active,Non Vegetarian,Overweight
89.5,5.5,33,Female,Sedentary,Non Vegetarian,Obese
89.5,5.5,33,Female,Sedentary,Non Vegetarian,Obese
79,5.3,33,Female,Lightly Active,Non Vegetarian,Obese
65,5,27,Female,Lightly Active,Vegetarian,Overweight
100,5.2,33,Female,Lightly Active,Non Vegetarian,Obese
65.7,5.2,38,Female,Moderately Active,Non Vegetarian,Overweight
82.5,5.4,30,Female,Sedentary,Non Vegetarian,Obese
64,5.1,24,Female,Lightly Active,Eggetarian,Overweight
79,5.3,26,Female,Sedentary,Vegetarian,Obese
79,5.3,26,Female,Sedentary,Vegetarian,Obese
89,5.4,38,Female,Lightly Active,Non Vegetarian,Obese
68,5.2,36,Female,Lightly Active,Non Vegetarian,Overweight
62,5.4,30,Female,Sedentary,Non Vegetarian,Normal
90.8,5.8,35,Female,Moderately Active,Eggetarian,Overweight
80,5.3,34,Female,Moderately Active,Vegetarian,Obese
118.5,5.8,36,Female,Sedentary,Non Vegetarian,Obese
81,5.1,32,Female,Sedentary,Vegetarian,Obese
88,5.2,34,Female,Sedentary,Non Vegetarian,Obese
74,5.5,28,Female,Sedentary,Vegetarian,Overweight
62,5.4,30,Female,Sedentary,Non Vegetarian,Normal
76,5,29,Female,Sedentary,Non Vegetarian,Obese
70,5.2,30,Female,Lightly Active,Non Vegetarian,Overweight
66.7,5.5,35,Female,Lightly Active,Non Vegetarian,Normal
80,5.3,36,Female,Lightly Active,Eggetarian,Obese
65,5.4,33,Female,Sedentary,Non Vegetarian,Normal
73,5.4,23,Female,Lightly Active,Non Vegetarian,Overweight
65,5.4,33,Male,Lightly Active,Non Vegetarian,Normal
65,5.4,33,Female,Lightly Active,Non Vegetarian,Normal
100,5.4,33,Female,Sedentary,Eggetarian,Obese
100,5.4,33,Female,Sedentary,Eggetarian,Obese
62,5.5,42,Female,Lightly Active,Vegetarian,Normal
94.5,5.95,30,Female,Moderately Active,Non Vegetarian,Underweight
75,5.2,35,Female,Moderately Active,Non Vegetarian,Overweight
92,5.4,28,Female,Sedentary,Vegetarian,Obese
107,5.7,34,Female,Sedentary,Vegetarian,Obese
89,5.3,28,Female,Moderately Active,Vegetarian,Obese
79,5.6,39,Male,Lightly Active,Non Vegetarian,Overweight
87,5.6,34,Female,Lightly Active,Non Vegetarian,Overweight
84,5.6,34,Female,Sedentary,Vegetarian,Overweight
87,5.6,37,Female,Lightly Active,Non Vegetarian,Overweight
81,5.2,34,Female,Sedentary,Non Vegetarian,Obese
90.4,5.2,27,Female,Lightly Active,Non Vegetarian,Obese
83,5.6,44,Female,Lightly Active,Vegetarian,Overweight
87,5.7,25,Female,Moderately Active,Vegetarian,Overweight
63.2,5.3,45,Female,Moderately Active,Vegetarian,Normal
76,5.4,35,Female,Sedentary,Non Vegetarian,Overweight
73,5.25,22,Female,Sedentary,Non Vegetarian,Overweight
62,5.1,26,Female,Lightly Active,Non Vegetarian,Overweight
68,5.3,33,Female,Sedentary,Vegetarian,Overweight
95,5.7,26,Female,Lightly Active,Non Vegetarian,Obese
68.95,5.2,30,Female,Moderately Active,Vegetarian,Overweight
79,5.4,35,Female,Lightly Active,Non Vegetarian,Overweight
115,5.1,40,Male,Moderately Active,Eggetarian,Obese
95,5.7,26,Female,Lightly Active,Non Vegetarian,Obese
107,5.6,31,Male,Sedentary,Non Vegetarian,Obese
90.2,5.1,33,Female,Sedentary,Eggetarian,Obese
80,5.6,27,Female,Sedentary,Vegetarian,Obese
53,5.1,19,Female,Lightly Active,Vegetarian,Normal
74.5,5.7,34,Female,Lightly Active,Vegetarian,Normal
67.5,5.2,28,Female,Sedentary,Non Vegetarian,Overweight
66,5.2,35,Female,Lightly Active,Vegetarian,Overweight
76,5.6,29,Female,Sedentary,Non Vegetarian,Overweight
67,5.5,37,Female,Lightly Active,Eggetarian,Normal
85,5.4,34,Female,Sedentary,Vegetarian,Obese
68.75,5.4,37,Female,Lightly Active,Eggetarian,Overweight
114,5.11,41,Male,Lightly Active,Vegetarian,Obese
79.7,5.1,28,Female,Sedentary,Non Vegetarian,Obese
80,5.1,28,Female,Sedentary,Non Vegetarian,Obese
79,5.3,32,Female,Sedentary,Non Vegetarian,Obese
70,5,28,Female,Very Active,Eggetarian,Obese
81,5.5,34,Female,Sedentary,Non Vegetarian,Overweight
95,5.8,38,Female,Sedentary,Vegetarian,Obese
75.65,5.2,31,Female,Sedentary,Non Vegetarian,Obese
73,5.3,36,Female,Lightly Active,Non Vegetarian,Overweight
75,5.3,22,Female,Sedentary,Non Vegetarian,Overweight
82,5.2,34,Female,Sedentary,Non Vegetarian,Obese
82,5.2,34,Female,Sedentary,Non Vegetarian,Obese
104.8,5.8,35,Female,Lightly Active,Eggetarian,Obese
91,5.6,37,Female,Sedentary,Vegetarian,Obese
79.8,5.2,38,Female,Lightly Active,Eggetarian,Obese
90,5.5,35,Female,Lightly Active,Non Vegetarian,Obese
79.8,5.2,38,Female,Lightly Active,Eggetarian,Obese
57,5.2,33,Female,Moderately Active,Vegetarian,Normal
73,5.5,31,Female,Sedentary,Vegetarian,Overweight
99,5.5,47,Male,Sedentary,Non Vegetarian,Obese
79,5.3,27,Female,Moderately Active,Eggetarian,Obese
80,5.2,50.5,Female,Sedentary,Non Vegetarian,Obese
103,5.8,31,Female,Lightly Active,Vegan,Obese
86,5.4,30,Female,Lightly Active,Non Vegetarian,Obese
79,5.4,28,Female,Sedentary,Eggetarian,Overweight
88,5.3,34,Female,Sedentary,Vegetarian,Obese
70,5.3,44,Female,Sedentary,Vegetarian,Overweight
82,5.5,36,Female,Lightly Active,Non Vegetarian,Overweight
118.5,5.11,30,Male,Moderately Active,Non Vegetarian,Obese
83,5.6,36,Female,Lightly Active,Eggetarian,Overweight
71,5.4,38,Female,Lightly Active,Non Vegetarian,Overweight
66.5,5.3,29,Female,Moderately Active,Eggetarian,Overweight
85,5.3,21,Female,Lightly Active,Non Vegetarian,Obese
57,5.5,27,Female,Lightly Active,Non Vegetarian,Normal
80,4.8,26,Female,Sedentary,Non Vegetarian,Obese
64.5,5.3,35,Female,Lightly Active,Non Vegetarian,Normal
80,5.2,27,Female,Lightly Active,Vegetarian,Obese
98.6,5.4,23,Female,Lightly Active,Vegetarian,Obese
82,5.1,26,Female,Moderately Active,Vegetarian,Obese
77,5.3,24,Female,Moderately Active,Non Vegetarian,Overweight
84,5.7,50.5,Male,Moderately Active,Eggetarian,Overweight
84,5.7,50.5,Male,Moderately Active,Eggetarian,Overweight
71,5,42,Female,Sedentary,Vegetarian,Obese
71,5,42,Female,Sedentary,Vegetarian,Obese
88.95,5.6,30,Female,Sedentary,Eggetarian,Obese
105,5.5,29,Female,Sedentary,Vegetarian,Obese
69.9,5,40,Female,Lightly Active,Non Vegetarian,Obese
91,5,29,Female,Sedentary,Non Vegetarian,Obese
102,5.5,50,Female,Sedentary,Eggetarian,Obese
59.5,5.2,29,Female,Sedentary,Non Vegetarian,Normal
62.5,5.2,36,Female,Sedentary,Vegetarian,Normal
75,5.4,36,Female,Lightly Active,Vegetarian,Overweight
82,5,27,Female,Sedentary,Vegetarian,Obese
62,5.5,29,Female,Lightly Active,Vegetarian,Normal
60.9,5.3,31,Female,Sedentary,Non Vegetarian,Normal
67,5.4,33,Female,Lightly Active,Vegetarian,Normal
83,5.2,25,Female,Sedentary,Non Vegetarian,Obese
64.4,5.4,27,Female,Lightly Active,Vegetarian,Normal
69,5,41,Female,Sedentary,Vegetarian,Overweight
100,5.8,37,Female,Sedentary,Vegetarian,Obese
85,5.6,28,Female,Sedentary,Non Vegetarian,Overweight
74,5.2,37,Female,Lightly Active,Eggetarian,Overweight
69,5.6,29,Female,Sedentary,Non Vegetarian,Normal
84.8,5.6,28,Female,Sedentary,Non Vegetarian,Overweight
54,5.6,35,Female,Sedentary,Non Vegetarian,Normal
90,5.4,22,Female,Sedentary,Eggetarian,Obese
90,5.4,22,Female,Sedentary,Eggetarian,Obese
66,5.6,24,Female,Lightly Active,Non Vegetarian,Normal
70,5,27,Female,Sedentary,Non Vegetarian,Obese
84,5.2,28,Female,Lightly Active,Eggetarian,Obese
86,5.2,29,Female,Lightly Active,Non Vegetarian,Obese
117,5.7,29,Female,Sedentary,Non Vegetarian,Obese
118.5,5.11,21,Male,Sedentary,Non Vegetarian,Obese
88,5.6,24,Female,Moderately Active,Non Vegetarian,Obese
89,5.6,37,Female,Lightly Active,Vegetarian,Obese
60,5.2,22,Female,Lightly Active,Vegetarian,Normal
90,5.3,32,Female,Sedentary,Vegetarian,Obese
75,5.1,32,Male,Very Active,Non Vegetarian,Obese
99,5.5,47,Female,Moderately Active,Non Vegetarian,Obese
73,5.4,32,Female,Sedentary,Eggetarian,Overweight
82,5.7,34,Female,Sedentary,Non Vegetarian,Overweight
103,5.9,35,Male,Sedentary,Eggetarian,Obese
76,5.3,36,Female,Sedentary,Non Vegetarian,Overweight
70,5.6,33,Female,Sedentary,Eggetarian,Normal
69.5,5.4,36,Female,Moderately Active,Vegetarian,Overweight
80,5,35,Female,Sedentary,Vegetarian,Obese
80,5,35,Female,Sedentary,Vegetarian,Obese
80,5,35,Female,Sedentary,Vegetarian,Obese
77,5,24,Female,Sedentary,Non Vegetarian,Obese
89,5.4,25,Female,Lightly Active,Eggetarian,Obese
98.88,5.3,37,Female,Moderately Active,Vegetarian,Obese
98.88,5.3,37,Female,Moderately Active,Eggetarian,Obese
72,5.5,27,Female,Very Active,Vegetarian,Overweight
75,5.5,25,Female,Moderately Active,Vegetarian,Overweight
65.5,5.3,35,Female,Lightly Active,Non Vegetarian,Overweight
58,5.1,33,Female,Sedentary,Non Vegetarian,Normal
64,5.6,37,Female,Moderately Active,Non Vegetarian,Normal
90,5.3,41,Female,Sedentary,Non Vegetarian,Obese
69,5.4,32,Female,Lightly Active,Chicken And Egg In Non Veg,Overweight
68.1,5.5,28,Female,Sedentary,Non Vegetarian,Normal
58,5.1,36,Female,Lightly Active,Eggetarian,Normal
90.45,5.5,24,Female,Sedentary,Non Vegetarian,Obese
61,5,34,Female,Sedentary,Vegetarian,Overweight
89,5.6,34,Female,Lightly Active,Vegetarian,Obese
104,5.2,33,Female,Lightly Active,Non Vegetarian,Obese
85,5.6,26,Female,Sedentary,Non Vegetarian,Overweight
69,5.2,32,Female,Sedentary,Eggetarian,Overweight
118.5,5.8,29,Female,I Go Into Moderately Active 3 Times A Week And Usually Complete 7K Steps Each Of Those 3 Moderately Active And Moderately Active From Home The Rest 2 Moderately Actives; Those Moderately Actives I Am Sedentaryt As Active.,Non Vegetarian,Obese
84.1,5.4,26,Female,Lightly Active,Non Vegetarian,Obese
64,5.3,49,Female,Lightly Active,Eggetarian,Normal
80,5,27,Female,Lightly Active,Non Vegetarian,Obese
80,5,27,Female,Lightly Active,Non Vegetarian,Obese
81,5.7,29,Female,Lightly Active,Vegetarian,Overweight
93,5.2,29,Female,Lightly Active,Vegetarian,Obese
85,5.1,36,Male,Lightly Active,Non Vegetarian,Obese
74,5.6,29,Female,Lightly Active,Eggetarian,Overweight
72,5.1,28,Female,Lightly Active,Non Vegetarian,Overweight
79,5.5,26,Female,Lightly Active,Non Vegetarian,Overweight
80,5.6,35,Female,Sedentary,Non Vegetarian,Overweight
100,5.7,26,Female,Lightly Active,Non Vegetarian,Obese
85,5.2,26,Female,Lightly Active,Non Vegetarian,Obese
67,5.05,24,Female,Sedentary,Non Vegetarian,Overweight
85,5.08,34,Female,Lightly Active,Non Vegetarian,Obese
73,5.1,32,Female,Sedentary,Vegetarian,Obese
85.5,5.5,35,Female,Sedentary,Non Vegetarian,Obese
64,4.75,32,Female,Lightly Active,Non Vegetarian,Obese
73,5.4,35,Female,Moderately Active,Non Vegetarian,Overweight
74,5.3,31,Female,Sedentary,Non Vegetarian,Overweight
74,5.3,27,Female,Sedentary,Eggetarian,Overweight
79,5.4,40,Female,Sedentary,I Can Eat Outside Chicken If Required But Cannot Cook .,Overweight
68,5.4,33,Female,Lightly Active,Non Vegetarian,Overweight
93,5.4,34,Female,Sedentary,Vegetarian,Obese
89,5.4,40,Female,Very Active,Vegetarian,Obese
102.4,5.6,33,Female,Household Lightly Active,Non Vegetarian,Obese
96.7,5.95,25,Male,Sedentary,Vegetarian,Overweight
87,5.5,32,Female,Sedentary,Non Vegetarian,Obese
113,5.95,47,Female,Moderately Active,Non Vegetarian,Underweight
91,5.6,33,Female,Moderately Active,Non Vegetarian,Obese
65.2,5.5,33,Female,Sedentary,Vegetarian,Normal
70,5.6,30,Female,Moderately Active,Non Vegetarian,Normal
88,5.4,34,Female,Lightly Active,Non Vegetarian,Obese
102,5.2,30,Female,Lightly Active,Vegetarian,Obese
114,5.5,46,Female,Lightly Active,Non Vegetarian,Obese
95,5.6,35,Female,Lightly Active,Non Vegetarian,Obese
62,5.2,31,Female,Moderately Active,Vegetarian,Normal
69.3,5.3,26,Female,Lightly Active,Vegetarian,Overweight
73.5,5.1,29,Female,Sedentary,Eggetarian,Obese
80,5.5,26,Female,Sedentary,Vegetarian,Overweight
81,5.9,34,Male,Sedentary,Non Vegetarian,Overweight
91,5.7,40,Male,Lightly Active,Non Vegetarian,Obese
94,5.2,27,Female,Lightly Active,Non Vegetarian,Obese
73.5,5.1,38,Female,Moderately Active,Vegetarian,Obese
59.7,5.3,31,Female,Sedentary,Vegetarian,Normal
87.3,5.2,37,Female,Sedentary,Eggetarian,Obese
84,5,34,Female,Lightly Active,Vegetarian,Obese
87,5.4,38,Female,Very Active,Vegetarian,Obese
95,5.6,35,Female,Lightly Active,Vegetarian,Obese
95,5.6,35,Female,Lightly Active,Vegetarian,Obese
76,5.3,30,Female,Sedentary,Non Vegetarian,Overweight
90,5.4,27,Female,Lightly Active,Non Vegetarian,Obese
90,5.4,27,Female,Lightly Active,Non Vegetarian,Obese
63.5,5.3,36,Female,Lightly Active,Non Vegetarian,Normal
96,5.11,30,Male,Lightly Active,Vegetarian,Obese
74,5.6,31,Female,Lightly Active,Eggetarian,Overweight
64,5,30,Female,Moderately Active,Non Vegetarian,Overweight
66,5.3,50,Female,Lightly Active,Vegetarian,Overweight
70,5.1,30,Female,Moderately Active,Vegetarian,Overweight
85,5.2,36,Female,Sedentary,Non Vegetarian,Obese
62,5.2,31,Female,Moderately Active,Vegetarian,Normal
94,5.6,24,Female,Lightly Active,Non Vegetarian,Obese
60.33,5.1,31,Female,Lightly Active,Vegetarian,Normal
66,5.7,32,Female,Moderately Active,Non Vegetarian,Normal
62,5.5,24,Female,Lightly Active,Vegetarian,Normal
67,5.3,27,Female,Lightly Active,Non Vegetarian,Overweight
77,5,29,Female,Moderately Active,Eggetarian,Obese
62.2,5.2,31,Female,Lightly Active,Vegetarian,Normal
62,5,37,Female,Sedentary,Eggetarian,Overweight
82.7,5.1,22,Female,Very Active,Vegetarian,Obese
79,5.3,33,Female,Sedentary,Non Vegetarian,Obese
79.6,5.4,31,Male,Sedentary,Eggetarian,Overweight
70,5.3,30,Female,Lightly Active,Eggetarian,Overweight
80.5,5.2,30,Female,Moderately Active,Non Vegetarian,Obese
95,5.8,29,Female,Sedentary,Non Vegetarian,Obese
69,5.7,25,Female,Sedentary,Non Vegetarian,Normal
106,5.6,30,Female,Moderately Active,Eggetarian,Obese
65,5.1,24,Female,Moderately Active,Non Vegetarian,Overweight
81,5.2,31,Female,Moderately Active,Non Vegetarian,Obese
86,5.3,37,Female,Moderately Active,Eggetarian,Obese
76.7,4.75,20,Female,Lightly Active,Vegan,Obese
81,5,45,Male,Moderately Active,Vegetarian,Obese
79,5,33,Female,Moderately Active,Non Vegetarian,Obese
70,5.5,36,Female,Very Active,Eggetarian,Normal
88,5,45,Female,Sedentary,Eggetarian,Obese
70,5.2,38,Female,Lightly Active,Non Vegetarian,Overweight
59,5.8,37,Female,Lightly Active,Eggetarian,Normal
95,5.3,30,Female,Sedentary,Non Vegetarian,Obese
55,4.75,26,Female,Moderately Active,Vegetarian,Obese
65.5,5.2,35,Female,Sedentary,Vegetarian,Overweight
85,5.7,25,Female,Lightly Active,Non Vegetarian,Overweight
85,5.7,25,Female,Lightly Active,Non Vegetarian,Overweight
85,5.6,35,Female,Lightly Active,Non Vegetarian,Overweight
85,5.6,35,Female,Lightly Active,Non Vegetarian,Overweight
79.5,4.75,41,Female,Sedentary,Vegetarian,Obese
79.5,4.75,41,Female,Sedentary,Vegetarian,Obese
106,5.7,37,Male,Lightly Active,Non Vegetarian,Obese
77.5,5.4,31,Female,Lightly Active,Vegetarian,Overweight
83.3,5.4,30,Female,Sedentary,Non Vegetarian,Obese
74,5.7,40,Female,Lightly Active,Non Vegetarian,Normal
100.4,5.4,33,Female,Sedentary,Non Vegetarian,Obese
100.4,5.4,33,Female,Sedentary,Non Vegetarian,Obese
107,5.1,41,Male,Lightly Active,Non Vegetarian,Obese
85,5.7,34,Female,Moderately Active,Non Vegetarian,Overweight
70,5.2,42,Female,Very Active,Vegetarian,Overweight
98,4.75,34,Female,Lightly Active,Eggetarian,Obese
106.4,5.6,35,Female,Lightly Active,Vegetarian,Obese
83,5.2,33,Female,Sedentary,Non Vegetarian,Obese
86.5,5.4,30,Female,Sedentary,Non Vegetarian,Obese
89,5.3,40,Female,Sedentary,Vegetarian,Obese
69,5.2,40,Female,Sedentary,Non Vegetarian,Overweight
69,5.2,40,Female,Sedentary,Non Vegetarian,Overweight
80.3,5.7,25,Female,Very Active,Non Vegetarian,Overweight
62.5,5.1,28,Female,Lightly Active,Non Vegetarian,Overweight
82,5.7,25,Female,Moderately Active,Vegetarian,Overweight
115,5.4,27,Female,Moderately Active,Eggetarian,Obese
82,5.2,33,Female,Moderately Active,Vegetarian,Obese
90,5.6,30,Female,Sedentary,Vegetarian,Obese
